marca,modelo,marca_processador,nome_processador,geração_processador,ram_gb,tipo_ram,ssd,hdd,sistema_operacional,arquitetura_sistema,placa_grafica_gb,peso,tamanho_tela,garantia,tela_touch,microsoft_office,preco_atual,preco_antigo,desconto,classificacao,avaliacoes,comentarios,preco_atual_real,preco_antigo_real
ASUS,Zenbook,AMD,Ryzen 5,Missing,4 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,0,Yes,No,91990,116990,21,0.0,0,0,5427.41,6902.41
HP,Pavilion,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,84208,0,0,0.0,0,0,4968.272,0.0
acer,Aspire,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,44990,56990,21,4.4,313,39,2654.41,3362.41
HP,15s,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,53490,59990,10,4.4,826,118,3155.91,3539.41
Lenovo,Legion,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,76498,107690,28,0.0,0,0,4513.382,6353.71
DELL,Ryzen,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,No,No,98920,101681,2,0.0,0,0,5836.28,5999.179
MSI,Modern,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,54990,69990,21,4.4,1410,203,3244.41,4129.41
acer,Aspire,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,49990,72990,31,4.4,47,6,2949.41,4306.41
HP,Ryzen,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,52380,58500,10,0.0,0,0,3090.4199999999996,3451.5
acer,Aspire,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,49990,64990,23,4.5,6,1,2949.41,3834.41
HP,14s,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,52500,60000,12,4.3,741,67,3097.5,3540.0
Vaio,E,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,2,No,Yes,49590,66990,25,4.1,700,144,2925.81,3952.41
ASUS,Ryzen,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,49990,64990,23,4.5,14,2,2949.41,3834.41
acer,Aspire,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,75999,0,0,0.0,0,0,4483.941,0.0
ASUS,AMD,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,80990,104990,22,0.0,0,0,4778.41,6194.41
Lenovo,IDEAPAD,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,Missing,1,No,No,59900,62200,3,3.7,3,0,3534.1,3669.7999999999997
HP,15s,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,54590,59990,9,4.4,349,69,3220.81,3539.41
DELL,Inspiron,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,75500,93461,19,0.0,0,0,4454.5,5514.199
HP,Ryzen,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,51890,58657,11,4.3,519,48,3061.5099999999998,3460.763
ASUS,VivoBook,AMD,Ryzen 5,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,17.3,1,No,No,78000,78990,1,2.7,3,0,4602.0,4660.41
Vaio,E,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,2,No,Yes,50990,66990,23,4.1,700,144,3008.41,3952.41
HP,Pavilion,AMD,Ryzen 5,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,59999,74839,19,4.1,19,1,3539.941,4415.501
HP,Pavilion,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,64990,69990,7,3.8,8,1,3834.41,4129.41
DELL,Ryzen,AMD,Ryzen 5,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,57900,78900,26,4.7,3,1,3416.1,4655.099999999999
Lenovo,Yoga,AMD,Ryzen 5,Missing,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,16,3,Yes,Yes,81978,123090,33,0.0,0,0,4836.701999999999,7262.3099999999995
HP,Pavilion,AMD,Ryzen 5,Missing,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,4,Gaming,Missing,1,No,No,59990,68192,12,4.1,1480,151,3539.41,4023.328
DELL,Inspiron,AMD,Ryzen 5,Missing,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,49490,66396,25,4.0,31,3,2919.91,3917.3639999999996
ASUS,VivoBook,AMD,Ryzen 5,Missing,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,54990,78990,30,4.5,18,3,3244.41,4660.41
Lenovo,Legion,AMD,Ryzen 5,Missing,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,0,No,No,68500,90890,24,4.5,271,24,4041.5,5362.509999999999
ASUS,VivoBook,AMD,Ryzen 5,Missing,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,54990,78990,30,4.6,49,6,3244.41,4660.41
ASUS,VivoBook,AMD,Ryzen 5,Missing,8 GB GB,DDR4,256 GB,1024 GB,Windows,32-bit,0,Casual,15.6,1,No,Yes,54990,78990,30,4.4,474,65,3244.41,4660.41
Lenovo,Ideapad,AMD,Ryzen 5,Missing,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Gaming,15.6,1,No,Yes,63990,85290,24,4.5,861,116,3775.41,5032.11
HP,Pavilion,AMD,Ryzen 5,Missing,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,Missing,1,No,No,80000,83085,3,4.6,34,6,4720.0,4902.014999999999
DELL,Ryzen,AMD,Ryzen 5,Missing,4 GB GB,DDR4,256 GB,1024 GB,Windows,32-bit,0,Casual,Missing,0,No,No,51990,66560,21,0.0,0,0,3067.41,3927.04
ASUS,VivoBook,AMD,Ryzen 5,Missing,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,62990,74990,16,4.2,165,34,3716.41,4424.41
HP,Ryzen,AMD,Ryzen 5,Missing,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,52990,57331,7,4.4,698,74,3126.41,3382.529
ASUS,Ryzen,AMD,Ryzen 5,Missing,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,75100,75500,0,0.0,0,0,4430.9,4454.5
ASUS,ASUS,AMD,Ryzen 7,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,4,Gaming,17.3,0,No,No,76990,106990,28,4.8,22,3,4542.41,6312.41
ASUS,Ryzen,AMD,Ryzen 7,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,14,1,No,No,79990,131990,39,0.0,0,0,4719.41,7787.41
ASUS,ROG,AMD,Ryzen 7,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,71990,90990,20,4.5,144,16,4247.41,5368.41
ASUS,ROG,AMD,Ryzen 7,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,71990,90990,20,4.5,1810,235,4247.41,5368.41
Lenovo,Lenovo,AMD,Ryzen 7,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,99990,138490,27,4.6,26,1,5899.41,8170.91
ASUS,Ryzen,AMD,Ryzen 7,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,79990,129990,38,0.0,0,0,4719.41,7669.41
DELL,Ryzen,AMD,Ryzen 7,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,93990,123540,23,0.0,0,0,5545.41,7288.86
ASUS,ASUS,AMD,Ryzen 7,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,17.3,0,No,No,82990,107990,23,4.6,1067,145,4896.41,6371.41
ASUS,ROG,AMD,Ryzen 7,Missing,4 GB GB,DDR5,512 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,106990,132990,19,0.0,0,0,6312.41,7846.41
ASUS,VivoBook,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,92990,129990,28,4.7,25,4,5486.41,7669.41
Lenovo,IdeaPad,Intel,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,4,Casual,16,3,No,Yes,81490,137000,40,0.0,0,0,4807.91,8083.0
ASUS,VivoBook,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,56990,74990,24,0.0,0,0,3362.41,4424.41
MSI,Modern,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,64990,78990,17,0.0,0,0,3834.41,4660.41
Lenovo,Ideapad,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,60990,0,0,4.4,530,69,3598.41,0.0
Lenovo,Ryzen,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,Yes,84988,111890,24,0.0,0,0,5014.2919999999995,6601.509999999999
HP,Pavilion,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,90990,103215,11,4.6,273,40,5368.41,6089.6849999999995
Vaio,E,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,2,No,Yes,56990,76090,25,3.8,139,26,3362.41,4489.3099999999995
ASUS,VivoBook,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,63990,67551,5,4.2,77,7,3775.41,3985.509
Lenovo,Ideapad,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,63990,85290,24,4.4,105,10,3775.41,5032.11
HP,Ryzen,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,57999,73625,21,4.1,44,5,3421.941,4343.875
ASUS,Ryzen,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,4,Casual,Missing,0,No,No,72400,114000,36,0.0,0,0,4271.599999999999,6726.0
Lenovo,Yoga,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,78990,125888,37,4.7,6,0,4660.41,7427.392
acer,Aspire,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,59990,79999,25,0.0,0,0,3539.41,4719.941
ASUS,ROG,AMD,Ryzen 7,Missing,4 GB GB,DDR5,512 GB,0 GB,Windows,32-bit,4,Casual,16,1,No,No,111990,132990,15,0.0,0,0,6607.41,7846.41
HP,Ryzen,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,16,0,Yes,No,109000,128000,14,0.0,0,0,6431.0,7552.0
DELL,G5,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Casual,16,0,No,No,89990,99067,9,4.1,191,27,5309.41,5844.9529999999995
Lenovo,Yoga,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,3,Yes,Yes,78988,114690,31,0.0,0,0,4660.2919999999995,6766.71
Lenovo,Ryzen,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,73138,112990,35,3.0,4,1,4315.142,6666.41
Lenovo,Ryzen,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,106990,152490,29,0.0,0,0,6312.41,8996.91
ASUS,Ryzen,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,4,Casual,Missing,0,No,No,79990,96990,17,0.0,0,0,4719.41,5722.41
DELL,Inspiron,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,89570,111529,19,0.0,0,0,5284.63,6580.210999999999
HP,15s,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,68500,72000,4,4.5,134,22,4041.5,4248.0
Lenovo,Ideapad,AMD,Ryzen 7,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,73400,108590,32,0.0,0,0,4330.599999999999,6406.8099999999995
Vaio,E,AMD,Ryzen 7,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,2,No,Yes,57990,76090,23,3.8,139,26,3421.41,4489.3099999999995
HP,Pavilion,AMD,Ryzen 7,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,No,Yes,79990,86352,7,3.5,23,6,4719.41,5094.768
HP,Pavilion,AMD,Ryzen 7,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,84990,111108,23,2.8,4,2,5014.41,6555.371999999999
MSI,Alpha,AMD,Ryzen 7,Missing,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,15.6,1,No,No,99990,145990,31,4.7,108,24,5899.41,8613.41
ASUS,ROG,AMD,Ryzen 7,Missing,8 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,14,0,No,No,72990,123990,41,4.6,198,24,4306.41,7315.41
HP,HP,AMD,Ryzen 7,Missing,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,Yes,Yes,92990,112671,17,0.0,0,0,5486.41,6647.589
HP,Pavilion,AMD,Ryzen 7,Missing,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,Yes,84190,109566,23,0.0,0,0,4967.21,6464.393999999999
ASUS,Zenbook,AMD,Ryzen 7,Missing,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,14,0,Yes,No,112990,140990,19,0.0,0,0,6666.41,8318.41
ASUS,ROG,AMD,Ryzen 7,Missing,4 GB GB,DDR5,1024 GB,0 GB,Windows,32-bit,4,Casual,16,1,No,No,114990,145990,21,0.0,0,0,6784.41,8613.41
acer,Swift,AMD,Ryzen 7,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,99990,139999,28,0.0,0,0,5899.41,8259.940999999999
ASUS,TUF,AMD,Ryzen 7,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,4,Gaming,Missing,0,No,No,95990,105990,9,4.7,57,3,5663.41,6253.41
HP,OMEN,AMD,Ryzen 7,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,1,No,No,159990,186348,14,4.8,17,2,9439.41,10994.532
ASUS,ROG,AMD,Ryzen 7,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,76990,116990,34,0.0,0,0,4542.41,6902.41
Lenovo,Legion,AMD,Ryzen 7,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,1,No,Yes,130990,181890,27,0.0,0,0,7728.41,10731.51
ASUS,VivoBook,AMD,Ryzen 7,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,99990,137990,27,0.0,0,0,5899.41,8141.41
ASUS,ROG,AMD,Ryzen 7,Missing,4 GB GB,DDR5,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,112990,142990,20,0.0,0,0,6666.41,8436.41
Lenovo,Ideapad,AMD,Ryzen 7,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,77988,117290,33,0.0,0,0,4601.2919999999995,6920.11
ASUS,ROG,AMD,Ryzen 7,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,76000,126990,40,5.0,1,1,4484.0,7492.41
ASUS,ROG,AMD,Ryzen 7,Missing,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,Yes,No,99990,162990,38,4.4,77,15,5899.41,9616.41
ASUS,Zephyrus,AMD,Ryzen 7,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,111000,137990,19,0.0,0,0,6549.0,8141.41
ASUS,Ryzen,AMD,Ryzen 7,Missing,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,Yes,84970,110990,23,3.0,2,1,5013.23,6548.41
HP,Pavilion,AMD,Ryzen 7,Missing,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,75990,93564,18,4.5,1084,123,4483.41,5520.276
acer,Nitro,AMD,Ryzen 7,Missing,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,6,Casual,15.6,1,No,No,89990,119990,25,4.4,272,36,5309.41,7079.41
acer,Nitro,AMD,Ryzen 7,Missing,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,0,No,No,81990,119900,31,4.5,141,24,4837.41,7074.099999999999
Lenovo,Ryzen,AMD,Ryzen 7,Missing,4 GB GB,DDR4,512 GB,1024 GB,Windows,32-bit,0,Casual,16,0,No,No,80490,118898,32,0.0,0,0,4748.91,7014.982
ASUS,ROG,AMD,Ryzen 9,Missing,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,1,No,No,135990,183990,26,0.0,0,0,8023.41,10855.41
ASUS,ROG,AMD,Ryzen 9,Missing,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,0,Casual,15.6,1,No,No,154990,207990,25,4.6,194,42,9144.41,12271.41
ASUS,ROG,AMD,Ryzen 9,Missing,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,15.6,1,No,Yes,199990,259990,23,4.7,9,2,11799.41,15339.41
ASUS,ROG,AMD,Ryzen 9,Missing,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,114990,162990,29,4.6,28,4,6784.41,9616.41
ASUS,ROG,AMD,Ryzen 9,Missing,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,1,No,Yes,129990,187990,30,4.3,204,35,7669.41,11091.41
ASUS,ROG,AMD,Ryzen 9,Missing,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,13.4,1,Yes,Yes,114990,175990,34,4.3,32,6,6784.41,10383.41
MSI,Delta,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,146990,188990,22,0.0,0,0,8672.41,11150.41
ASUS,VivoBook,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,104990,142990,26,4.5,14,2,6194.41,8436.41
ASUS,ROG,AMD,Ryzen 9,Missing,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,Yes,No,114990,181990,36,4.7,14,1,6784.41,10737.41
ASUS,ROG,AMD,Ryzen 9,Missing,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,Yes,Yes,124990,175990,28,5.0,3,0,7374.41,10383.41
ASUS,Zenbook,AMD,Ryzen 9,Missing,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,Yes,No,134990,170990,21,0.0,0,0,7964.41,10088.41
HP,OMEN,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,1,No,Yes,141990,163739,13,0.0,0,0,8377.41,9660.600999999999
ASUS,Rog,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,129990,166990,22,0.0,0,0,7669.41,9852.41
ASUS,ROG,AMD,Ryzen 9,Missing,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,Yes,Yes,142990,201990,29,4.0,4,1,8436.41,11917.41
ASUS,Zephyrus,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,121990,155990,21,0.0,0,0,7197.41,9203.41
ASUS,ROG,AMD,Ryzen 9,Missing,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,Yes,Yes,124990,194990,35,4.2,44,12,7374.41,11504.41
ASUS,ROG,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,0,No,No,141990,189990,25,4.2,61,13,8377.41,11209.41
ASUS,VivoBook,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,162990,0,0,0.0,0,0,9616.41,0.0
ASUS,VivoBook,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,130500,162990,19,0.0,0,0,7699.5,9616.41
ASUS,VivoBook,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,116990,149990,22,0.0,0,0,6902.41,8849.41
ASUS,Ryzen,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,6,Casual,16,0,No,No,138990,210990,34,0.0,0,0,8200.41,12448.41
ASUS,ROG,AMD,Ryzen 9,Missing,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,Yes,Yes,234990,350990,33,0.0,0,0,13864.41,20708.41
ASUS,ROG,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,135990,172990,21,0.0,0,0,8023.41,10206.41
ASUS,ROG,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,144990,194990,25,0.0,0,0,8554.41,11504.41
ASUS,Ryzen,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,No,No,149990,0,0,0.0,0,0,8849.41,0.0
ASUS,Ryzen,AMD,Ryzen 9,Missing,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,142990,0,0,0.0,0,0,8436.41,0.0
SAMSUNG,Galaxy,Qualcomm,Snapdragon 7c,Missing,4 GB GB,LPDDR4X,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,38990,47990,18,0.0,0,0,2300.41,2831.41
Lenovo,Thinkpad,AMD,Ryzen 5,10th,8 GB GB,DDR4,512 GB,0 GB,DOS,64-bit,0,ThinNlight,14,0,No,No,57490,78400,26,4.2,18,4,3391.91,4625.599999999999
