marca,modelo,marca_processador,nome_processador,geração_processador,ram_gb,tipo_ram,ssd,hdd,sistema_operacional,arquitetura_sistema,placa_grafica_gb,peso,tamanho_tela,garantia,tela_touch,microsoft_office,preco_atual,preco_antigo,desconto,classificacao,avaliacoes,comentarios,preco_atual_real,preco_antigo_real
ASUS,VivoBook,Intel,Core i3,10th,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,41490,49990,17,4.4,4008,519,2447.91,2949.41
HP,15s,Intel,Core i3,11th,4 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,Missing,1,No,No,50990,51748,1,0.0,0,0,3008.41,3053.132
HP,Missing,Intel,Core i3,11th,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,48900,50000,2,4.3,1278,135,2885.1,2950.0
ASUS,VivoBook,Intel,Core i3,10th,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,40990,49990,18,4.4,4008,519,2418.41,2949.41
DELL,Vostro,Intel,Core i3,10th,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,41790,54784,23,0.0,0,0,2465.6099999999997,3232.256
Lenovo,Ideapad,Intel,Core i3,11th,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,57999,85000,31,3.4,10,2,3421.941,5015.0
DELL,Inspiron,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,45930,58229,21,0.0,0,0,2709.87,3435.511
HP,Pavilion,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,Yes,55490,65853,15,4.3,143,15,3273.91,3885.3269999999998
ASUS,VivoBook,Intel,Core i3,10th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,14.1,1,No,No,32890,46990,30,3.9,28,4,1940.51,2772.41
Lenovo,IdeaPad,Intel,Core i3,10th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,35990,57290,37,4.0,2124,233,2123.41,3380.1099999999997
DELL,Inspiron,Intel,Core i3,11th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,42490,50693,16,4.0,276,40,2506.91,2990.8869999999997
DELL,Vostro,Intel,Core i3,11th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,42190,44780,5,3.9,250,21,2489.21,2642.02
DELL,Vostro,Intel,Core i3,10th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,39490,54517,27,4.0,1917,189,2329.91,3216.5029999999997
HP,15s,Intel,Core i3,11th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,43690,48933,10,4.1,4999,490,2577.71,2887.047
ASUS,VivoBook,Intel,Core i3,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,35990,48990,26,3.8,17,0,2123.41,2890.41
DELL,3000,Intel,Core i3,11th,8 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,0,No,No,43800,55506,21,4.2,17,0,2584.2,3274.854
Lenovo,Missing,Intel,Core i3,10th,8 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,0,No,No,38990,55890,30,0.0,0,0,2300.41,3297.5099999999998
ASUS,VivoBook,Intel,Core i3,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,34990,40990,14,3.7,4203,490,2064.41,2418.41
ASUS,VivoBook,Intel,Core i3,11th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,38900,51990,25,3.9,13,0,2295.1,3067.41
DELL,Inspiron,Intel,Core i3,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,39990,55534,27,3.8,15,1,2359.41,3276.506
DELL,INSPIRON,Intel,Core i3,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,Missing,0,No,No,40890,45990,11,4.0,527,46,2412.5099999999998,2713.41
Lenovo,Missing,Intel,Core i3,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,36990,57990,36,3.7,103,10,2182.41,3421.41
HP,15s,Intel,Core i3,11th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,39990,45514,12,3.9,324,45,2359.41,2685.326
HP,Missing,Intel,Core i3,11th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,41990,47264,11,4.0,69,5,2477.41,2788.576
DELL,Missing,Intel,Core i3,11th,4 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,Missing,0,No,No,43970,46138,4,3.9,16,0,2594.23,2722.142
HP,Notebook,Intel,Core i3,11th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,39790,43296,8,3.9,40,3,2347.6099999999997,2554.464
ASUS,Missing,Intel,Core i3,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,ThinNlight,Missing,0,No,No,35590,45990,22,3.4,12,1,2099.81,2713.41
HP,14s,Intel,Core i3,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,36490,42787,14,3.8,1146,175,2152.91,2524.433
ASUS,VivoBook,Intel,Core i3,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,38990,45990,15,4.0,1850,216,2300.41,2713.41
ASUS,Missing,Intel,Core i3,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,ThinNlight,Missing,0,No,No,33990,39990,15,3.7,43,7,2005.4099999999999,2359.41
DELL,Inspiron,Intel,Core i3,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,43400,49000,11,4.1,231,26,2560.6,2891.0
ASUS,Chromebook,Intel,Celeron Dual,Missing,4 GB GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,24990,30990,19,4.2,502,93,1474.4099999999999,1828.4099999999999
HP,15s,Intel,Core i3,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,40750,43090,5,4.1,1096,116,2404.25,2542.31
DELL,Inspiron,Intel,Core i3,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,43000,46629,7,4.1,313,35,2537.0,2751.111
ASUS,Vivo,Intel,Core i3,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,Missing,0,No,No,38000,42990,11,4.7,7,0,2242.0,2536.41
DELL,Inspiron,Intel,Core i3,11th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14.96,1,No,Yes,37990,51493,26,3.7,265,46,2241.41,3038.087
HP,DA,Intel,Core i3,7th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,15.6,0,No,No,49279,0,0,4.5,38,3,2907.461,0.0
Lenovo,Missing,Intel,Core i3,10th,8 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,0,No,No,38999,50990,23,3.6,7,2,2300.941,3008.41
ASUS,Missing,Intel,Core i3,11th,8 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,0,No,No,41500,51990,20,3.0,4,0,2448.5,3067.41
acer,Missing,Intel,Core i3,11th,4 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,0,No,No,36999,45000,17,0.0,0,0,2182.941,2655.0
DELL,Missing,Intel,Core i3,11th,8 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,0,No,No,42900,55351,22,0.0,0,0,2531.1,3265.709
ASUS,Chromebook,Intel,Celeron Dual,Missing,4 GB GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,21490,25990,17,3.9,818,113,1267.9099999999999,1533.4099999999999
DELL,Insprion,Intel,Core i3,11th,8 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,0,No,No,41480,48990,15,3.8,25,4,2447.3199999999997,2890.41
ASUS,VivoBook,Intel,Core i3,10th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,32990,43990,25,2.0,12,0,1946.4099999999999,2595.41
ASUS,VivoBook,Intel,Core i3,11th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,38680,51990,25,3.2,17,1,2282.12,3067.41
ASUS,Chromebook,Intel,Celeron Dual,Missing,4 GB GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,23990,29990,20,4.1,974,170,1415.4099999999999,1769.4099999999999
DELL,Missing,Intel,Core i3,10th,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14.96,0,No,No,40390,54992,26,3.2,83,15,2383.0099999999998,3244.528
ASUS,VivoBook,Intel,Core i3,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14.1,0,No,No,33990,39990,15,3.4,31,6,2005.4099999999999,2359.41
ASUS,Chromebook,Intel,Celeron Dual,Missing,4 GB GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,20490,24990,18,3.9,637,91,1208.9099999999999,1474.4099999999999
DELL,Vostro,Intel,Core i3,10th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,41490,54782,24,5.0,7,5,2447.91,3232.138
DELL,Inspiron,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,45490,60371,24,4.3,207,16,2683.91,3561.8889999999997
DELL,Inspiron,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,44490,57479,22,4.3,844,103,2624.91,3391.261
ASUS,VivoBook,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,14.1,1,No,Yes,41890,57990,27,4.2,53,6,2471.5099999999998,3421.41
DELL,Vostro,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,42990,43126,0,4.1,62,7,2536.41,2544.4339999999997
acer,Travelmate,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,14,0,No,No,40990,60000,31,4.2,38,2,2418.41,3540.0
DELL,Inspiron,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,48990,59990,18,4.1,724,92,2890.41,3539.41
DELL,Vostro,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,43590,59781,27,0.0,0,0,2571.81,3527.0789999999997
DELL,Inspiron,Intel,Core i3,10th,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,No,44690,60122,25,4.3,9,0,2636.71,3547.198
ASUS,ExpertBook,Intel,Core i3,10th,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,0,No,No,40990,51990,21,0.0,0,0,2418.41,3067.41
DELL,Vostro,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,43990,56743,22,0.0,0,0,2595.41,3347.837
DELL,Vostro,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,43590,57863,24,0.0,0,0,2571.81,3413.917
DELL,Vostro,Intel,Core i3,10th,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,41390,51976,20,4.2,56,7,2442.0099999999998,3066.584
DELL,Vostro,Intel,Core i3,10th,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,44290,57858,23,0.0,0,0,2613.1099999999997,3413.622
DELL,Inspiron,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,No,48999,57095,14,0.0,0,0,2890.941,3368.605
DELL,Vostro,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,39990,45810,12,3.9,170,11,2359.41,2702.79
DELL,Missing,Intel,Core i3,10th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,46390,59101,21,2.9,95,5,2737.0099999999998,3486.959
ASUS,Chromebook,Intel,Celeron Dual,Missing,4 GB GB,LPDDR4,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,18990,22990,17,3.6,197,25,1120.4099999999999,1356.4099999999999
ASUS,Chromebook,Intel,Celeron Dual,Missing,4 GB GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,17990,21990,18,3.6,1180,148,1061.4099999999999,1297.4099999999999
HP,14a,Intel,Celeron Dual,Missing,4 GB GB,DDR4,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,26470,31532,16,3.6,232,23,1561.73,1860.388
HP,Chromebook,Intel,Celeron Dual,Missing,4 GB GB,DDR4,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,27990,31532,11,3.8,596,65,1651.4099999999999,1860.388
Lenovo,Celeron,Intel,Celeron Dual,Missing,4 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,0,No,No,29999,37400,19,3.3,19,1,1769.9409999999998,2206.6
Lenovo,IdeaPad,Intel,Celeron Dual,Missing,4 GB GB,LPDDR4X,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,25990,40490,35,3.7,84,16,1533.4099999999999,2388.91
Lenovo,IdeaPad,Intel,Celeron Dual,Missing,4 GB GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,16990,24840,31,3.4,414,54,1002.41,1465.56
Lenovo,IdeaPad,Intel,Celeron Dual,Missing,4 GB GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,24990,34890,28,2.8,70,16,1474.4099999999999,2058.5099999999998
acer,Predator,Intel,Core,Missing,4 GB GB,DDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,99990,149999,33,4.5,1336,186,5899.41,8849.940999999999
acer,Aspire,Intel,Core i5,Missing,8 GB GB,DDR5,0 GB,512 GB,Windows,32-bit,4,Casual,Missing,0,No,No,50990,89999,43,4.4,10966,1185,3008.41,5309.941
acer,Spin,Intel,Core i5,Missing,8 GB GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,1,No,No,119990,124900,3,4.0,1,1,7079.41,7369.099999999999
acer,Swift,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,94190,124999,24,4.3,31,6,5557.21,7374.941
ASUS,ROG,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,0,No,No,106167,120990,12,4.5,1881,241,6263.853,7138.41
DELL,Missing,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,1,No,No,68090,69500,2,1.6,23,4,4017.31,4100.5
DELL,XPS,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,ThinNlight,Missing,1,No,No,139990,155720,10,0.0,0,0,8259.41,9187.48
HP,15s,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,ThinNlight,Missing,0,No,No,55990,63179,11,4.0,818,109,3303.41,3727.5609999999997
HP,Omen,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,0,No,No,102551,0,0,0.0,0,0,6050.509,0.0
lenovo,Ideapad,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,72990,90000,18,4.2,204,19,4306.41,5310.0
Lenovo,Ideapad,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,2,Casual,Missing,0,No,No,46990,62290,24,4.2,4428,569,2772.41,3675.1099999999997
MICROSOFT,Surface,Intel,Core i5,10th,8 GB GB,LPDDR4X,128 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,Yes,No,100190,104999,4,4.4,56,8,5911.21,6194.941
Smartron,t.book,Intel,Core i5,7th,8 GB GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,Yes,No,52990,55999,5,3.5,30,9,3126.41,3303.941
MICROSOFT,Surface,Intel,Core i5,8th,8 GB GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,Yes,No,91999,0,0,4.5,49,8,5427.941,0.0
Smartron,t.book,Intel,Core i5,7th,4 GB GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,12.2,0,Yes,No,52990,55999,5,3.9,28,4,3126.41,3303.941
HP,Pavilion,Intel,Core i5,8th,8 GB GB,DDR4,128 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,No,76012,0,0,4.3,129,16,4484.708,0.0
Lenovo,Ideapad,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,2,No,Yes,49490,75390,34,4.3,365,35,2919.91,4448.01
lenovo,Yoga,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,102990,139890,26,4.6,79,14,6076.41,8253.51
acer,Swift,Intel,Core i5,7th,8 GB GB,DDR3,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,86867,99999,13,4.4,39,3,5125.152999999999,5899.941
LG,Gram,Intel,Core i5,10th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,76990,104000,25,4.5,15,7,4542.41,6136.0
LG,Gram,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,76990,106000,27,0.0,0,0,4542.41,6254.0
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,48990,58990,16,0.0,0,0,2890.41,3480.41
LG,Gram,Intel,Core i5,10th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,62990,99000,36,4.6,68,20,3716.41,5841.0
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,55990,71578,21,3.3,3,0,3303.41,4223.102
acer,Swift,Intel,Core i5,8th,8 GB GB,DDR3,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,Yes,Yes,81998,82799,0,4.0,14,3,4837.882,4885.141
LG,Gram,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,76990,106000,27,0.0,0,0,4542.41,6254.0
HP,Spectre,Intel,Core i5,8th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,136590,151133,9,0.0,0,0,8058.8099999999995,8916.847
acer,Swift,Intel,Core i5,8th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,No,59490,65546,9,3.5,33,7,3509.91,3867.214
ASUS,VivoBook14,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14.1,1,No,No,49800,66990,25,0.0,0,0,2938.2,3952.41
Lenovo,Ideapad,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,61999,68999,10,2.8,4,0,3657.941,4070.941
HP,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,54990,70171,21,4.2,116,15,3244.41,4140.089
HP,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,53990,70171,23,4.1,206,17,3185.41,4140.089
Lenovo,Ideapad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,2,No,Yes,52990,74390,28,4.2,300,24,3126.41,4389.01
HP,Pavilion,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,67990,78294,13,4.5,108,6,4011.41,4619.346
ASUS,TUF,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,No,57990,81990,29,4.5,3712,412,3421.41,4837.41
Lenovo,Ideapad,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,62300,101390,38,4.4,825,95,3675.7,5982.009999999999
realme,Book(Slim),Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,52990,69999,24,4.4,3470,505,3126.41,4129.941
Lenovo,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,52990,84890,37,0.0,0,0,3126.41,5008.509999999999
Lenovo,IdeaPad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,2,No,Yes,51990,88990,41,4.2,85,4,3067.41,5250.41
Lenovo,IdeaPad,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,61990,97890,36,4.2,56,7,3657.41,5775.509999999999
RedmiBook,Pro,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,15.6,1,No,No,48990,59990,18,4.2,1708,242,2890.41,3539.41
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,32-bit,0,Casual,14,1,Yes,Yes,63990,82990,22,4.6,10,1,3775.41,4896.41
Lenovo,ThinkPad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,65990,78109,15,4.6,17,4,3893.41,4608.431
Nokia,PureBook,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,47990,90000,46,4.4,1119,242,2831.41,5310.0
acer,Aspire,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,52990,75999,30,4.2,155,20,3126.41,4483.941
Lenovo,IdeaPad,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,49990,79690,37,0.0,0,0,2949.41,4701.71
ASUS,ASUS,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,17.3,0,No,No,71990,115990,37,4.4,91,17,4247.41,6843.41
ASUS,VivoBook,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,47990,62990,23,4.0,35,2,2831.41,3716.41
Nokia,PureBook,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,45990,74990,38,4.7,6,1,2713.41,4424.41
Lenovo,IdeaPad,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,15.6,2,No,Yes,48490,64290,24,4.3,126,13,2860.91,3793.1099999999997
ASUS,ASUS,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,17.3,0,No,No,72990,105990,31,4.5,74,10,4306.41,6253.41
MSI,Katana,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,76990,106990,28,4.6,75,17,4542.41,6312.41
ASUS,TUF,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Gaming,15.6,1,No,Yes,89990,129990,30,4.6,124,17,5309.41,7669.41
MSI,GF63,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,59990,83990,28,4.5,1597,228,3539.41,4955.41
ASUS,TUF,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,65990,89990,26,4.4,3850,378,3893.41,5309.41
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,0,Yes,No,71990,94201,23,4.7,7,1,4247.41,5557.8589999999995
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,0,Yes,No,71890,92549,22,4.3,3,0,4241.51,5460.391
Lenovo,IdeaPad,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,64990,97890,33,0.0,0,0,3834.41,5775.509999999999
ASUS,VivoBook,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,65990,90990,27,0.0,0,0,3893.41,5368.41
HP,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,55999,66050,15,4.8,5,1,3303.941,3896.95
ASUS,VivoBook,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,14,1,No,No,73490,110990,33,4.5,213,45,4335.91,6548.41
HP,Pavilion,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,74490,85359,12,4.3,10,0,4394.91,5036.181
HP,Pavilion,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,58340,74839,22,4.0,69,6,3442.06,4415.501
acer,Aspire,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,No,55999,75999,26,4.5,6,0,3303.941,4483.941
DELL,Inspiron,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,67990,89849,24,4.4,93,9,4011.41,5301.090999999999
ASUS,VivoBook,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,59990,80990,25,4.5,11,2,3539.41,4778.41
